DATE,CMT2,CMT10,EINF
2016-12-29,1.22,2.49,
2016-12-30,1.2,2.45,
2017-01-01,,,2.6
2017-01-02,,,
2017-01-03,1.22,2.45,
2017-01-04,1.24,2.46,
2017-01-05,1.17,2.37,
2017-01-06,1.22,2.42,
2017-01-09,1.21,2.38,
2017-01-10,1.19,2.38,
2017-01-11,1.2,2.38,
2017-01-12,1.18,2.36,
2017-01-13,1.21,2.4,
2017-01-16,,,
2017-01-17,1.17,2.33,
2017-01-18,1.23,2.42,
2017-01-19,1.25,2.47,
2017-01-20,1.2,2.48,
2017-01-23,1.16,2.41,
2017-01-24,1.21,2.47,
2017-01-25,1.23,2.53,
2017-01-26,1.21,2.51,
2017-01-27,1.22,2.49,
2017-01-30,1.22,2.49,
2017-01-31,1.19,2.45,
2017-02-01,1.22,2.48,2.7
2017-02-02,1.21,2.48,
2017-02-03,1.21,2.49,
2017-02-06,1.16,2.42,
2017-02-07,1.16,2.4,
2017-02-08,1.15,2.34,
2017-02-09,1.2,2.4,
2017-02-10,1.2,2.41,
2017-02-13,1.2,2.43,
2017-02-14,1.25,2.47,
2017-02-15,1.27,2.51,
2017-02-16,1.22,2.45,
2017-02-17,1.21,2.42,
2017-02-20,,,
2017-02-21,1.22,2.43,
2017-02-22,1.22,2.42,
2017-02-23,1.18,2.38,
2017-02-24,1.12,2.31,
2017-02-27,1.2,2.36,
2017-02-28,1.22,2.36,
2017-03-01,1.29,2.46,
2017-03-02,1.32,2.49,
2017-03-03,1.32,2.49,
2017-03-06,1.31,2.49,
2017-03-07,1.32,2.52,
2017-03-08,1.36,2.57,
2017-03-09,1.37,2.6,
2017-03-10,1.36,2.58,
2017-03-13,1.4,2.62,
2017-03-14,1.4,2.6,
2017-03-15,1.33,2.51,
2017-03-16,1.35,2.53,
